country,date,total_vaccinations,daily_vaccinations
United States,2021-03-02,78631601.0,1942788.0
United States,2021-03-03,80540474.0,2010790.0
United States,2021-03-04,82572848.0,2042676.0
United States,2021-03-05,85008094.0,2079147.0
United States,2021-03-06,87912323.0,2158020.0
United States,2021-03-07,90351750.0,2159392.0
United States,2021-03-08,92089852.0,2169981.0
United States,2021-03-09,93692598.0,2151571.0
United States,2021-03-10,95721290.0,2168688.0
United States,2021-03-11,98203893.0,2233006.0
United States,2021-03-12,101128005.0,2302844.0
United States,2021-03-13,105703501.0,2541597.0
United States,2021-03-14,107060274.0,2386932.0
Uruguay,2021-03-01,18423.0,9026.0
Uruguay,2021-03-02,33140.0,10923.0
Uruguay,2021-03-03,54480.0,13527.0
Uruguay,2021-03-04,63452.0,12616.0
Uruguay,2021-03-05,72652.0,12047.0
Uruguay,2021-03-06,72652.0,10326.0
Uruguay,2021-03-07,72652.0,10326.0
Uruguay,2021-03-08,100803.0,11769.0
Uruguay,2021-03-09,122629.0,12784.0
Uruguay,2021-03-10,147798.0,13331.0
Uruguay,2021-03-11,170318.0,15267.0
Uruguay,2021-03-12,193652.0,17286.0
Uruguay,2021-03-13,204169.0,18788.0
Uruguay,2021-03-14,204169.0,18788.0
Venezuela,2021-03-01,,1204.0
Venezuela,2021-03-02,,1204.0
Venezuela,2021-03-03,,1204.0
Venezuela,2021-03-04,12194.0,1204.0
Vietnam,2021-03-07,0.0,
Vietnam,2021-03-08,,875.0
Vietnam,2021-03-09,,875.0
Vietnam,2021-03-10,,875.0
Vietnam,2021-03-11,,875.0
Vietnam,2021-03-12,,875.0
Vietnam,2021-03-13,5248.0,875.0
Wales,2021-03-01,1045201.0,17974.0
Wales,2021-03-02,1066798.0,18430.0
Wales,2021-03-03,1090985.0,18838.0
Wales,2021-03-04,1121861.0,19924.0
Wales,2021-03-05,1151582.0,20885.0
Wales,2021-03-06,1171113.0,21584.0
Wales,2021-03-07,1182035.0,21792.0
Wales,2021-03-08,1199421.0,22031.0
Wales,2021-03-09,1225604.0,22687.0
Wales,2021-03-10,1256043.0,23580.0
Wales,2021-03-11,1294144.0,24612.0
Wales,2021-03-12,1334355.0,26110.0
Wales,2021-03-13,1370896.0,28540.0
Zimbabwe,2021-03-01,21456.0,2877.0
Zimbabwe,2021-03-02,25077.0,3005.0
Zimbabwe,2021-03-03,27970.0,2871.0
Zimbabwe,2021-03-04,30658.0,2807.0
Zimbabwe,2021-03-05,31325.0,2678.0
Zimbabwe,2021-03-06,32014.0,2330.0
Zimbabwe,2021-03-07,32240.0,1914.0
Zimbabwe,2021-03-08,35518.0,2009.0
Zimbabwe,2021-03-09,35761.0,1526.0
Zimbabwe,2021-03-10,35901.0,1133.0
Zimbabwe,2021-03-11,36019.0,766.0
Zimbabwe,2021-03-12,36283.0,708.0
Zimbabwe,2021-03-13,36359.0,621.0
Zimbabwe,2021-03-14,36359.0,588.0
